1,2,30,4,1,40
1,1,21,4,0,34
1,2,35,4,1,35
1,2,33,4,0,31
1,2,15,4,0,32
1,2,22,4,0,32
1,1,17,4,1,34
1,1,31,4,0,37
1,1,26,3,1,40
1,1,34,4,1,36
1,1,17,4,1,38
1,1,28,4,1,35
1,2,20,4,0,34
1,1,21,4,0,35
1,2,21,4,0,36
1,2,20,4,0,38
1,1,14,4,1,39
1,2,32,4,1,40
1,1,32,4,1,39
1,1,21,4,1,37
1,2,17,4,0,36
1,2,33,4,1,40
1,2,19,4,1,30
1,2,34,4,1,31
1,1,22,4,1,31
1,2,20,4,0,37
1,2,31,4,1,30
1,1,36,4,0,35
1,1,34,4,0,33
1,1,24,4,0,40
1,1,19,3,1,39
1,2,28,4,0,32
1,1,33,4,1,34
1,2,18,4,0,33
1,2,24,4,0,34
1,1,12,4,1,36
1,2,29,4,1,35
1,2,30,4,1,38
1,2,31,4,0,33
1,2,18,4,0,34
1,2,27,4,0,34
1,2,12,4,1,30
1,1,34,4,0,40
1,2,36,4,1,38
1,1,21,4,0,35
1,2,19,4,1,36
1,2,20,3,1,35
1,1,24,4,1,34
1,2,14,4,1,35
1,2,15,4,1,34
1,2,33,4,1,31
1,2,19,4,1,30
1,2,36,4,1,33
1,2,15,4,0,32
1,2,17,4,1,32
1,2,22,4,0,35
1,1,24,4,1,39
1,2,36,4,0,32
1,2,21,4,0,40
1,2,21,4,1,31
1,2,23,4,1,31
1,1,29,4,1,38
1,2,12,4,0,34
1,1,19,4,0,36
1,1,36,4,0,31
1,1,25,4,0,39
1,2,20,4,0,31
1,2,28,4,0,36
1,2,18,4,1,36
1,1,14,4,0,35
1,2,35,4,0,30
1,2,34,4,0,40
1,1,14,4,0,35
1,2,33,4,1,30
1,1,33,4,1,38
1,1,24,4,0,30
1,2,15,4,0,36
1,1,16,4,1,33
1,2,36,4,0,35
1,1,17,4,0,30
1,1,20,4,1,37
1,1,33,4,1,37
1,1,25,4,1,31
1,2,19,4,0,30
1,2,12,4,0,39
1,2,30,4,0,33
1,1,29,4,0,35
1,1,24,3,0,37
1,1,30,4,1,35
1,1,14,4,1,35
1,1,33,4,0,39
1,2,16,4,0,37
1,2,32,4,1,32
1,2,34,4,0,33
1,1,24,4,1,32
1,2,32,4,1,34
1,2,22,4,0,31
1,2,32,4,1,34
1,2,23,4,1,30
1,1,29,4,0,38
2,2,5.4,2,0,0
2,2,1,2,0,0
2,4,9.1,2,0,0
2,3,1.6,2,0,0
2,4,11.8,2,0,0
2,4,2.1,2,0,0
2,2,9.6,2,0,0
2,4,8.4,2,0,0
2,3,11.3,2,0,0
2,3,11.3,2,0,0
2,3,11.2,2,0,0
2,4,3.4,2,0,0
2,3,3.4,2,0,0
2,4,3.4,2,0,0
2,3,2.5,2,0,0
2,3,1,2,0,0
2,3,1.9,2,0,0
2,2,8.2,2,0,0
2,4,3.8,2,0,0
2,3,10.9,2,0,0
2,2,9.5,2,0,0
2,4,7.6,2,0,0
2,3,3.8,2,0,0
2,4,11.6,2,0,0
2,3,5.5,2,0,0
2,3,8.1,2,0,0
2,4,0.6,2,0,0
2,4,4.9,2,0,0
2,4,7.9,2,0,0
2,2,7.8,2,0,0
2,2,2.1,2,0,0
2,2,6,2,0,0
2,4,0.7,2,0,0
2,2,4.8,2,0,0
2,3,10.4,2,0,0
2,3,3.6,2,0,0
2,3,4.1,2,0,0
